City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
360,tsengel,49.4783,100.8894,-16.99,59,0,9.04,MN,1738716803
361,aykhal,66.0,111.5,-30.12,82,100,2.23,RU,1738716804
362,santa cruz,-17.8,-63.1667,26.7,74,90,2.57,BO,1738716640
363,gumla,23.05,84.55,17.3,51,5,1.54,IN,1738716806
364,barranca,-10.75,-77.7667,22.0,78,100,3.01,PE,1738716807
365,rikaze,29.25,88.8833,-3.48,30,0,0.75,CN,1738716808
366,dwarka,22.2394,68.9678,19.63,57,0,5.62,IN,1738716810
367,guerrero negro,27.9769,-114.0611,15.07,83,0,5.88,MX,1738716710
368,aykol,38.1751,77.2132,-5.13,44,100,0.35,CN,1738716813
369,solwezi,-12.1688,26.3894,16.96,98,100,0.59,ZM,1738716814
370,togur,58.3631,82.8265,-24.59,100,27,1.31,RU,1738716815
371,tolanaro,-25.0319,46.9987,23.65,92,100,3.88,MG,1738716817
372,bel ombre,-4.6167,55.4167,26.45,79,20,4.8,SC,1738716818
373,naze,28.3667,129.4833,9.51,63,100,9.06,JP,1738716819
374,helong,42.5397,128.9972,-18.62,65,19,4.34,CN,1738716820
375,pyapon,16.2833,95.6833,20.11,68,1,1.99,MM,1738716821
376,murray bridge,-35.1167,139.2667,23.06,38,34,4.4,AU,1738716822
377,kuanda,56.3161,116.0806,-25.62,95,100,0.91,RU,1738716824
378,pitimbu,-7.4706,-34.8086,25.79,83,100,5.53,BR,1738716825
379,hsinchu,24.8036,120.9686,13.83,58,25,1.79,TW,1738716826
380,tabou,4.423,-7.3528,26.2,86,39,2.46,CI,1738716827
381,demre,36.2537,29.9777,10.34,70,10,2.1,TR,1738716829
382,quelimane,-17.8786,36.8883,24.59,79,100,1.18,MZ,1738716831
383,tura,25.5198,90.2201,14.96,66,0,1.44,IN,1738716832
384,bologoye,57.8799,34.1068,-13.05,92,28,1.07,RU,1738716833
385,weno,7.4515,151.8468,28.97,79,100,4.63,FM,1738716834
386,ghat,24.9647,10.1728,16.77,22,100,1.67,LY,1738716835
387,bakanas,44.8081,76.2772,-9.58,93,70,1.84,KZ,1738716836
388,margate,51.3813,1.3862,6.5,89,23,5.51,GB,1738716838
389,yigo village,13.5361,144.8886,29.16,72,75,7.72,GU,1738716839
390,turkmenbasy,40.0222,52.9552,-0.57,86,0,1.03,TM,1738716840
391,sovetskaya gavan',48.9723,140.2878,-6.75,94,100,9.59,RU,1738716841
392,marshall,34.3834,-86.3333,16.86,87,100,0.45,US,1738716842
393,sao miguel do araguaia,-13.275,-50.1628,22.81,91,100,0.88,BR,1738716843
394,kulhudhuffushi,6.6221,73.07,27.64,70,6,2.89,MV,1738716845
395,mieres,43.25,-5.7667,6.3,93,22,2.14,ES,1738716846
396,hassi messaoud,31.6804,6.0729,10.27,47,56,2.87,DZ,1738716848
397,gorno-altaysk,51.9561,85.955,-16.31,93,10,2.3,RU,1738716849
398,bonthe,7.5264,-12.505,24.66,72,100,1.78,SL,1738716851
399,intendente alvear,-35.2338,-63.592,23.66,56,100,2.28,AR,1738716852
400,sokur,55.2093,83.319,-19.22,100,100,2.71,RU,1738716853
401,mossel bay,-34.1831,22.146,19.56,83,0,5.02,ZA,1738716854
402,natal,-5.795,-35.2094,25.12,94,75,3.6,BR,1738716675
403,callao,-12.0667,-77.15,26.51,73,75,5.14,PE,1738716437
404,leua,48.2156,18.6071,-1.05,64,14,0.86,SK,1738716857
405,westport,41.1415,-73.3579,1.57,51,4,3.58,US,1738716665
406,huarmey,-10.0681,-78.1522,22.72,78,100,3.38,PE,1738716860
407,mana,5.6592,-53.7767,25.32,86,100,4.11,GF,1738716861
408,cacoal,-11.4386,-61.4472,23.1,95,100,1.28,BR,1738716682
409,winnemucca,40.973,-117.7357,16.03,20,0,3.09,US,1738716863
410,penn yan,42.6609,-77.0539,-5.08,70,100,4.63,US,1738716864
411,murzuq,25.9155,13.9184,14.91,35,100,4.33,LY,1738716866
412,east ballina,-28.8667,153.5833,24.44,76,100,0.59,AU,1738716867
413,karliova,39.2983,41.0142,-10.51,97,100,0.82,TR,1738716868
414,gangolli,13.65,74.6667,21.22,69,32,1.48,IN,1738716869
415,georgiyevka,43.0369,74.7114,-14.98,85,75,2.0,KZ,1738716870
416,chatel-guyon,45.9167,3.0667,-1.17,93,0,1.54,FR,1738716871
417,daru,-9.0763,143.2092,30.42,64,100,4.79,PG,1738716873
418,kumburgaz,41.0211,28.4772,4.95,67,100,8.17,TR,1738716874
419,lamu,-2.2717,40.902,23.63,91,100,4.82,KE,1738716875
420,gorontalo,0.5412,123.0595,26.42,90,100,1.53,ID,1738716876
421,shahpura,27.3833,75.9667,10.17,50,0,2.37,IN,1738716877
422,agdzhabedy,40.0528,47.4614,6.15,57,100,2.79,AZ,1738716878
423,ola,59.5833,151.2833,-22.87,78,8,2.8,RU,1738716879
424,novovorontsovka,47.5004,33.9175,-2.32,81,12,3.82,UA,1738716881
425,loandjili,-4.7561,11.8578,26.01,86,100,0.62,CG,1738716882
426,kingston,17.997,-76.7936,27.53,65,20,4.63,JM,1738716672
427,chake chake,-5.2459,39.7666,25.41,78,100,5.07,TZ,1738716885
428,yaguajay,22.3272,-79.2378,22.58,85,100,5.33,CU,1738716887
429,uniao,-4.5858,-42.8642,26.01,68,100,1.34,BR,1738716678
430,chiredzi,-21.05,31.6667,21.76,85,23,2.53,ZW,1738716889
431,manadhoo,5.7667,73.3833,27.36,66,100,2.14,MV,1738716890
432,cockburn town,21.4612,-71.1419,24.96,70,23,8.55,TC,1738716891
433,sanctuary point,-35.1114,150.629,22.63,80,100,6.1,AU,1738716892
434,shingu,33.7333,135.9833,3.69,41,4,6.34,JP,1738716893
435,sitka,57.0531,-135.33,6.94,26,0,2.06,US,1738716895
436,hammerfest,70.6634,23.6821,-8.75,79,75,9.26,NO,1738716896
437,rongelap,11.1635,166.8941,26.56,80,87,9.12,MH,1738716897
438,kolonia town,6.964,158.206,30.0,74,100,5.14,FM,1738716898
439,tomohon,1.3346,124.8392,25.52,78,100,1.08,ID,1738716899
440,lido di ostia,41.7321,12.2765,8.25,61,0,4.63,IT,1738716900
441,malindi,-3.2175,40.1191,23.86,87,100,4.45,KE,1738716902
442,kawant,22.1,74.05,15.39,26,5,0.61,IN,1738716903
443,mata-utu,-13.2816,-176.1745,28.5,70,40,2.69,WF,1738716904
444,noumea,-22.2763,166.4572,28.9,99,82,5.98,NC,1738716905
445,barmer,25.75,71.3833,11.29,27,0,1.69,IN,1738716906
446,kone,-21.0595,164.8658,24.98,95,100,1.73,NC,1738716908
447,charters towers,-20.1,146.2667,23.62,94,100,5.07,AU,1738716909
448,vargem grande,-3.5431,-43.9158,22.94,98,29,1.11,BR,1738716910
449,dassa-zoume,7.75,2.1833,27.89,61,86,1.89,BJ,1738716911
450,kharovsk,59.9642,40.1912,-6.83,97,100,1.38,RU,1738716912
451,pionerskiy,54.9508,20.2275,0.91,81,100,4.54,RU,1738716914
452,camayenne,9.535,-13.6878,27.05,83,75,2.06,GN,1738716915
453,tadine,-21.55,167.8833,26.51,79,100,3.92,NC,1738716916
454,susuman,62.7833,148.1667,-40.56,94,81,0.92,RU,1738716917
455,kachug,53.9606,105.8817,-18.54,82,100,6.41,RU,1738716918
456,nuuk,64.1835,-51.7216,-12.66,61,82,7.72,GL,1738716919
457,morondava,-20.2833,44.2833,26.76,83,100,1.9,MG,1738716921
458,yaren,-0.5472,166.916,27.06,83,100,8.07,NR,1738716922
459,la ronge,55.1001,-105.2842,-20.86,65,0,2.06,CA,1738716923
460,eyl,7.9803,49.8164,21.16,71,44,7.75,SO,1738716924
461,dilling,12.05,29.65,22.18,27,1,5.18,SD,1738716925
462,sebdou,34.637,-1.3314,4.56,97,36,1.53,DZ,1738716926
463,prince rupert,54.3161,-130.3201,1.05,20,0,6.69,CA,1738716928
464,antonio enes,-16.2325,39.9086,25.14,88,100,3.87,MZ,1738716929
465,pierre,44.3683,-100.351,-10.4,62,100,7.2,US,1738716636
466,kayangel,8.0823,134.7173,28.0,78,100,8.83,PW,1738716931
467,waat,51.1454,6.4958,1.54,92,100,2.06,DE,1738716932
468,port saint john's,-31.6229,29.5448,26.04,86,100,2.64,ZA,1738716934
469,georgetown,5.4112,100.3354,26.96,72,20,3.6,MY,1738716919
470,puerto baquerizo moreno,-0.9,-89.6,24.39,86,8,3.93,EC,1738716936
471,oranjemund,-28.55,16.4333,16.79,96,94,4.18,NA,1738716937
472,tam ky,15.5667,108.4833,18.83,91,99,1.44,VN,1738716939
473,comodoro rivadavia,-45.8667,-67.5,15.92,59,0,8.23,AR,1738716730
474,saint-joseph,-21.3667,55.6167,26.21,80,98,1.2,RE,1738716941
475,sisimiut,66.9395,-53.6735,-19.67,95,100,1.69,GL,1738716942
476,thabazimbi,-24.5917,27.4116,23.6,56,3,1.47,ZA,1738716944
477,kingscliff,-28.2667,153.5667,28.89,65,75,5.14,AU,1738716945
478,arar,30.9753,41.0381,10.01,27,0,4.12,SA,1738716946
479,coquimbo,-29.9533,-71.3436,16.85,94,20,3.6,CL,1738716549
480,harper,4.375,-7.7169,26.39,85,12,2.63,LR,1738716948
481,taounate,34.5,-4.8333,8.69,79,0,2.18,MA,1738716949
482,ambon,-3.6954,128.1814,29.08,100,40,1.03,ID,1738716785
483,keelung,25.1283,121.7419,15.61,46,95,7.27,TW,1738716952
484,saudarkrokur,65.7461,-19.6394,-3.33,77,33,7.85,IS,1738716953
485,vanimo,-2.6741,141.3028,29.54,65,100,1.04,PG,1738716954
486,ambazac,45.9598,1.4006,6.18,81,0,1.05,FR,1738716955
487,buenavista del norte,28.3746,-16.861,17.82,66,18,8.36,ES,1738716956
488,cromer,52.9312,1.2989,6.75,87,1,7.49,GB,1738716706
489,riviere-du-loup,47.8304,-69.5342,-9.51,57,72,3.6,CA,1738716660
490,rosetta,31.4044,30.4164,15.24,81,9,6.37,EG,1738716960
491,agat village,13.3886,144.6585,29.52,81,20,7.72,GU,1738716961
492,qarqaraly,49.4058,75.4742,-10.23,94,96,5.5,KZ,1738716962
493,manokwari,-0.8667,134.0833,27.55,74,100,1.57,ID,1738716963
494,bosaso,11.2842,49.1816,19.8,74,5,1.68,SO,1738716965
495,moose jaw,50.4001,-105.5344,-18.86,78,100,5.66,CA,1738716772
496,inari,68.906,27.0288,-13.39,85,100,6.01,FI,1738716968
497,camiri,-20.05,-63.5167,22.96,53,4,1.7,BO,1738716969
498,lauro de freitas,-12.8944,-38.3272,27.01,74,40,4.63,BR,1738716971
499,crane,31.3974,-102.3501,21.67,60,2,8.03,US,1738716972
500,upington,-28.4478,21.2561,23.67,49,100,6.35,ZA,1738716974
501,laguna,38.421,-121.4238,14.15,89,100,15.43,US,1738716975
502,coahuayana de hidalgo,18.7,-103.6583,23.86,85,1,1.46,MX,1738716976
503,nuku'alofa,-21.1333,-175.2,24.19,94,100,3.09,TO,1738716978
504,mingyue,43.1069,128.9217,-18.5,67,89,6.22,CN,1738716979
505,labasa,-16.4167,179.3833,27.7,81,100,2.29,FJ,1738716980
506,kentville,45.0835,-64.4988,-4.86,74,75,5.14,CA,1738716981
507,el haouaria,37.05,11.0144,11.01,85,35,3.38,TN,1738716982
508,chilecito,-29.1619,-67.4974,25.8,51,0,3.52,AR,1738716773
509,tymovskoye,50.8456,142.655,-3.02,85,100,5.88,RU,1738716985
510,pathein,16.7833,94.7333,21.51,71,1,1.42,MM,1738716986
511,sao raimundo nonato,-9.0153,-42.6994,23.25,53,29,0.67,BR,1738716987
512,leninskoye,41.7589,69.3864,-0.88,56,100,1.95,KZ,1738716988
513,bamboo flat,11.7,92.7167,23.05,94,20,1.03,IN,1738716989
514,valdivia,-39.8142,-73.2459,20.05,77,73,1.78,CL,1738716621
515,balqash,46.8481,74.995,-8.6,71,0,10.03,KZ,1738716993
516,huadian,42.9633,126.7478,-20.45,94,49,2.98,CN,1738716994
517,fauske,67.2588,15.3918,-2.81,78,100,5.13,NO,1738716995
518,gadzhiyevo,69.2551,33.3362,-17.47,95,100,7.49,RU,1738716996
519,nova xavantina,-14.6667,-52.35,22.19,97,99,1.45,BR,1738716998
520,humahuaca,-23.2054,-65.3505,15.35,64,10,3.53,AR,1738716999
521,keflavik,64.0049,-22.5624,-0.76,93,75,12.35,IS,1738717000
522,san fernando,15.0286,120.6898,24.85,68,73,2.67,PH,1738717001
523,maceio,-9.6658,-35.7353,26.69,78,20,3.09,BR,1738716894
524,zaozersk,69.4005,32.4476,-17.96,89,100,4.11,RU,1738717004
525,ketchikan,55.3422,-131.6461,1.26,18,0,0.0,US,1738717005
526,kodinsk,58.6881,99.1844,-14.15,84,100,3.22,RU,1738717007
527,neya,58.2972,43.8681,-3.55,93,100,3.15,RU,1738717009
528,safotu,-13.4513,-172.4018,28.2,75,20,2.82,WS,1738717010
529,three points,32.0767,-111.3137,21.52,11,0,4.68,US,1738717012
530,winchester,51.0651,-1.3187,4.83,95,0,2.06,GB,1738717013
531,roma,43.2128,-75.4557,-5.92,86,100,4.12,US,1738717015
532,homer,59.6425,-151.5483,-1.22,70,75,0.89,US,1738716807
533,moranbah,-22.0016,148.0466,24.56,81,100,6.16,AU,1738717017
534,galle,6.0367,80.217,25.08,83,29,2.77,LK,1738717018
535,miranda,3.2499,-76.2281,20.55,94,100,2.45,CO,1738717019
536,antsirabe,-19.85,47.0333,17.59,98,100,1.24,MG,1738717021
537,cidade velha,14.9167,-23.6167,20.25,65,90,5.7,CV,1738717022
538,vila franca do campo,37.7167,-25.4333,18.27,99,100,3.0,PT,1738717024
539,nova sintra,14.8667,-24.7167,21.62,71,50,10.17,CV,1738717025
540,kununurra,-15.7667,128.7333,31.99,62,49,2.57,AU,1738716926
541,bolgar,54.95,49.0667,-6.97,92,100,3.46,RU,1738717029
542,cangucu,-31.395,-52.6756,22.39,93,1,3.55,BR,1738717031
543,siracusa,37.0881,15.2792,11.84,87,41,1.79,IT,1738717032
544,yancheng,33.3856,120.1253,2.26,45,70,2.01,CN,1738717034
545,pleiku,13.9833,108.0,17.3,70,1,2.95,VN,1738717035
546,celestun,20.8667,-90.4,24.15,78,2,7.52,MX,1738717036
547,luocheng,29.3848,104.0286,8.0,91,100,2.36,CN,1738717037
548,srandakan,-7.9386,110.2506,25.65,85,100,2.62,ID,1738717038
549,lhasa,29.65,91.1,1.05,30,2,1.64,CN,1738717040
550,sao vicente,-23.9631,-46.3919,23.86,88,100,2.24,BR,1738717041
551,port blair,11.6667,92.75,23.02,94,20,1.03,IN,1738717042
552,likisa,-8.6695,125.6875,23.01,77,100,1.44,TL,1738717043
553,letlhakeng,-24.0944,25.0298,22.93,46,6,2.95,BW,1738717045
554,bikenibeu village,1.3673,173.1241,29.98,74,20,6.69,KI,1738717046
555,dalnerechensk,45.9339,133.7225,-17.85,92,100,6.54,RU,1738716853
556,sampit,-2.5333,112.95,27.74,74,60,2.46,ID,1738717048
557,wad medani,14.4012,33.5199,24.51,30,0,4.43,SD,1738717049
558,gadag,15.4167,75.6167,19.56,33,10,2.28,IN,1738717051
559,basoko,1.2391,23.616,23.98,63,100,1.22,CD,1738717052
560,dryden,49.7833,-92.7503,-19.84,65,0,3.6,CA,1738717053
561,uusikaupunki,60.8004,21.4084,1.63,92,99,7.33,FI,1738717054
562,talara,-4.5772,-81.2719,25.42,69,0,7.2,PE,1738717055
563,el calafate,-50.3408,-72.2768,10.48,61,88,4.73,AR,1738717057
564,fort stockton,30.894,-102.8793,23.42,41,0,3.13,US,1738717058
565,cambria,35.5641,-121.0808,12.91,94,100,6.26,US,1738717059
566,wynyard,-41.0,145.7167,17.33,61,97,1.79,AU,1738717060
567,chemin grenier,-20.4872,57.4656,26.77,87,0,2.7,MU,1738717061
